,plot_key,date.x,light_dark,time_in,time_out,ch4_umol_m2_s,co2_umol_m2_s,ch4_mgCH4_m2_d,co2_gC_m2_d,avg_par,surface_temp,air_temp,x5cm_soil_temp,x12cm_soil_temp,soil_moisture_avg,vegetation_avg,functional_group,prevelant_vegetation,chamber_mean_temp,slope_aspect,soil_depth_1,soil_depth_2,soil_depth_3,soil_depth_avg,vegetation_height_1,vegetation_height_2,vegetation_height_3,vegetation_height_4,vegetation_height_5,date.y,veg_height_mean,veg_height_max,veg_height_sd,soil_depth_min,soil_depth_max,total_cover_all,cover_Prostrate.Shrub,cover_Barren,cover_Graminoid,cover_Forb,cover_Erect.Shrub,prop_Prostrate.Shrub,prop_Barren,prop_Graminoid,prop_Forb,prop_Erect.Shrub,richness,H,evenness,cover_shrub,cover_graminoid,cover_forb,cover_moss,cover_lichen,shrub_to_herb,bryo_lichen_sum,gcc_mean,gcc_med,gcc_p90,exg_mean,vari_mean,bulk_density_g_cm3,volumetric_water_content_percent,total_n,no3_n,nh4_n,p,k,ca,mg,s,fe,mn,cu,zn,b,al,cd,date,p_h,ER_umol_m2_s,GPP_umol_m2_s,ER_gC_m2_d,GPP_gC_m2_d,bm_forb,bm_moss_lichen,bm_shrub,bm_dead,bm_graminoid,bm_biomass_total_g,bm_prop_forb,bm_prop_moss_lichen,bm_prop_shrub,bm_prop_dead,bm_prop_graminoid,total_N,total_C,LOI_mean,LOI_sd,inorg_C,Lat,Lon,Elevation (ft)
67,Cas_39,7/23/2025,D,20:07,20:11,0.000156271,4.783255432,0.216568731,4.959279231,520,17.3,14.6,9.2,8.1,31.5,10,Graminoid,Meadow,19.397875,9,7,30,14,17,12,5,4,5,24,7/23/2025,10,24,8.455767263,7,30,100,10,10,60,20,0,0.1,0.1,0.6,0.2,0,4,1.088899975,0.785475297,10,60,20,0,0,0.124999998,0,0.364471419,0.345679012,0.437788018,0.086565142,-19.3051804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,4.783255432,7.210877801,4.959279231,7.476238104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,7.95,NA,NA,NA,59.29052,-129.75704,5558
68,Cas_39,7/23/2025,L,20:01,20:07,0.0000397,-2.42762237,0.055087556,-2.516958873,520,17.3,14.6,9.2,8.1,31.5,10,Graminoid,Meadow,19.397875,9,7,30,14,17,12,5,4,5,24,7/23/2025,10,24,8.455767263,7,30,100,10,10,60,20,0,0.1,0.1,0.6,0.2,0,4,1.088899975,0.785475297,10,60,20,0,0,0.124999998,0,0.364471419,0.345679012,0.437788018,0.086565142,-19.3051804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,4.783255432,7.210877801,4.959279231,7.476238104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,7.95,NA,NA,NA,NA,NA,NA
69,Cas_4,7/21/2025,D,19:53,19:57,0.0000362,6.330350205,0.050104343,6.563307092,1686,22.5,14.3,12.6,9.7,28.56666667,6,Barren,Barren,18.23,6,21,30,28,26.33333333,7.5,4,4.5,5,6.5,7/21/2025,5.5,7.5,1.457737974,21,30,100,15,70,5,10,0,0.15,0.7,0.05,0.1,0,4,0.914285581,0.659517637,15,5,10,0,0,0.999999933,0,0.389913406,0.378947368,0.494545455,0.162927774,-26.59345513,NA,NA,0.3,0,0.3,7.03,24.5,458,123.1,7.7,1.05,0.37,0.09,0.8,0.19,4.6,0.001,8/6/2025,6.79,6.330350205,10.98272671,6.563307092,11.38689105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,14.1,NA,NA,0.016,59.29056,-129.75701,5559
70,Cas_4,7/21/2025,L,19:50,19:53,-0.001170252,-4.652376503,-1.621800366,-4.823583959,1686,22.5,14.3,12.6,9.7,28.56666667,6,Barren,Barren,18.23,6,21,30,28,26.33333333,7.5,4,4.5,5,6.5,7/21/2025,5.5,7.5,1.457737974,21,30,100,15,70,5,10,0,0.15,0.7,0.05,0.1,0,4,0.914285581,0.659517637,15,5,10,0,0,0.999999933,0,0.389913406,0.378947368,0.494545455,0.162927774,-26.59345513,NA,NA,0.3,0,0.3,7.03,24.5,458,123.1,7.7,1.05,0.37,0.09,0.8,0.19,4.6,0.001,8/6/2025,6.79,6.330350205,10.98272671,6.563307092,11.38689105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,14.1,NA,NA,0.016,NA,NA,NA
71,Cas_40,7/23/2025,D,19:44,19:47,0.000151318,3.443559713,0.209705231,3.57028271,681,17.8,11.4,9.5,8.4,28.4,8,Graminoid,Meadow,19.397875,15,25,20,30,25,10,5,8,2,15,7/23/2025,8,15,4.949747468,20,30,100,10,20,40,30,0,0.1,0.2,0.4,0.3,0,4,1.279854226,0.923219672,10,40,30,0,0,0.142857141,0,0.358777887,0.342622951,0.435897436,0.074653803,-20.88670713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,3.443559713,8.727915844,3.57028271,9.049103147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,11.37,NA,NA,NA,59.2906,-129.75698,5561
72,Cas_40,7/23/2025,L,19:42,19:44,-0.00365206,-5.284356131,-5.061229523,-5.478820437,681,17.8,11.4,9.5,8.4,28.4,8,Graminoid,Meadow,19.397875,15,25,20,30,25,10,5,8,2,15,7/23/2025,8,15,4.949747468,20,30,100,10,20,40,30,0,0.1,0.2,0.4,0.3,0,4,1.279854226,0.923219672,10,40,30,0,0,0.142857141,0,0.358777887,0.342622951,0.435897436,0.074653803,-20.88670713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,3.443559713,8.727915844,3.57028271,9.049103147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,11.37,NA,NA,NA,NA,NA,NA
73,Cas_41,7/23/2025,D,19:35,19:38,0.000113923,1.124419873,0.157881491,1.165798524,494,16.3,13.6,11.8,9.8,31.76666667,2,Prostrate Shrub,Arctic Willow,19.397875,3,21,17,19,19,0,2,0,1,5,7/23/2025,1.6,5,2.073644135,17,21,100,40,50,10,0,0,0.4,0.5,0.1,0,0,3,0.943348392,0.858672711,40,10,0,0,0,3.9999996,0,0.368616504,0.353293413,0.472049689,0.10280407,-30.56036459,NA,NA,1.7,1.7,0,2.9,18.3,126,127.8,3.4,1.83,0.43,0.02,0.6,0.5,7.5,0.031,8/6/2025,6.96,1.124419873,2.47301732,1.165798524,2.564024357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,6.29,NA,NA,0.009,59.29065,-129.75697,5563
74,Cas_41,7/23/2025,L,19:32,19:35,-0.00143031,-1.348597447,-1.982204286,-1.398225833,494,16.3,13.6,11.8,9.8,31.76666667,2,Prostrate Shrub,Arctic Willow,19.397875,3,21,17,19,19,0,2,0,1,5,7/23/2025,1.6,5,2.073644135,17,21,100,40,50,10,0,0,0.4,0.5,0.1,0,0,3,0.943348392,0.858672711,40,10,0,0,0,3.9999996,0,0.368616504,0.353293413,0.472049689,0.10280407,-30.56036459,NA,NA,1.7,1.7,0,2.9,18.3,126,127.8,3.4,1.83,0.43,0.02,0.6,0.5,7.5,0.031,8/6/2025,6.96,1.124419873,2.47301732,1.165798524,2.564024357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,6.29,NA,NA,0.009,NA,NA,NA
75,Cas_42,7/23/2025,D,19:24,19:28,0.000610566,2.445130072,0.846156221,2.535110859,1140,21.8,14.9,11.6,9.3,29,4,Graminoid,Meadow,19.397875,9,17,17,29,21,6,3,2,5,4,7/23/2025,4,6,1.58113883,17,29,100,10,5,80,5,0,0.1,0.05,0.8,0.05,0,4,0.708346578,0.510964047,10,80,5,0,0,0.117647057,0,0.381973433,0.375854214,0.473684211,0.129122086,-16.34568204,NA,NA,49.1,0,49.1,1.73,148.3,154,230.5,3.2,0.95,1.54,0.03,0.92,0.04,3.5,0.018,8/6/2025,6.93,2.445130072,3.18603764,2.535110859,3.303283826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,11.63,NA,NA,0.009,59.29068,-129.75695,5565
76,Cas_42,7/23/2025,L,19:21,19:24,-0.000544903,-0.740907568,-0.755157161,-0.768172967,1140,21.8,14.9,11.6,9.3,29,4,Graminoid,Meadow,19.397875,9,17,17,29,21,6,3,2,5,4,7/23/2025,4,6,1.58113883,17,29,100,10,5,80,5,0,0.1,0.05,0.8,0.05,0,4,0.708346578,0.510964047,10,80,5,0,0,0.117647057,0,0.381973433,0.375854214,0.473684211,0.129122086,-16.34568204,NA,NA,49.1,0,49.1,1.73,148.3,154,230.5,3.2,0.95,1.54,0.03,0.92,0.04,3.5,0.018,8/6/2025,6.93,2.445130072,3.18603764,2.535110859,3.303283826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,11.63,NA,NA,0.009,NA,NA,NA
77,Cas_43,7/23/2025,D,19:14,19:17,0.000290156,2.070151627,0.402114774,2.146333207,895,21.1,14.6,10.7,8.6,30.5,1,Barren,Barren,19.397875,18,38,25,30,31,1,3,2,0,1,7/23/2025,1.4,3,1.140175425,25,38,100,5,70,10,15,0,0.05,0.7,0.1,0.15,0,4,0.914285581,0.659517637,5,10,15,0,0,0.199999992,0,0.347118193,0.340304183,0.390804598,0.045590002,-9.253238593,0.248739496,19.33613445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,2.070151627,2.810224371,2.146333207,2.913640628,0.713,42.1198,0,0,10.9825,53.8153,0.01324902,0.782673329,0,0,0.204077651,0.32,4.62,55.57232351,0.406463325,NA,59.29073,-129.75693,5564
78,Cas_43,7/23/2025,L,19:09,19:14,-0.002366631,-0.740072744,-3.279810273,-0.767307421,895,21.1,14.6,10.7,8.6,30.5,1,Barren,Barren,19.397875,18,38,25,30,31,1,3,2,0,1,7/23/2025,1.4,3,1.140175425,25,38,100,5,70,10,15,0,0.05,0.7,0.1,0.15,0,4,0.914285581,0.659517637,5,10,15,0,0,0.199999992,0,0.347118193,0.340304183,0.390804598,0.045590002,-9.253238593,0.248739496,19.33613445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,2.070151627,2.810224371,2.146333207,2.913640628,0.713,42.1198,0,0,10.9825,53.8153,0.01324902,0.782673329,0,0,0.204077651,0.32,4.62,55.57232351,0.406463325,NA,NA,NA,NA
79,Cas_44,7/23/2025,D,18:58,19:03,-0.00103994,6.827034846,-1.44120699,7.078269728,882,24.1,14.3,10.8,9.2,29.7,8,Forb,Mountain Sagewort,19.397875,3,18,17,10,15,7,5,7,11,9,7/23/2025,7.8,11,2.28035085,10,18,100,0,15,5,80,0,0,0.15,0.05,0.8,0,3,0.612869452,0.557857816,0,5,80,0,0,0,0,0.363746303,0.344444444,0.450413223,0.08374193,-13.52787865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,6.827034846,11.18189463,7.078269728,11.59338835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,5.76,NA,NA,NA,59.29077,-129.75691,5567
80,Cas_44,7/23/2025,L,18:55,18:58,-0.001448734,-4.354859781,-2.00773653,-4.515118621,882,24.1,14.3,10.8,9.2,29.7,8,Forb,Mountain Sagewort,19.397875,3,18,17,10,15,7,5,7,11,9,7/23/2025,7.8,11,2.28035085,10,18,100,0,15,5,80,0,0,0.15,0.05,0.8,0,3,0.612869452,0.557857816,0,5,80,0,0,0,0,0.363746303,0.344444444,0.450413223,0.08374193,-13.52787865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,6.827034846,11.18189463,7.078269728,11.59338835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,5.76,NA,NA,NA,NA,NA,NA
81,Cas_45,7/23/2025,D,14:29,14:33,0.000643647,2.156654666,0.892001448,2.236019557,740,15.7,14.1,10.5,9.1,17.5,4,Prostrate Shrub,Arctic Willow,19.397875,13,22,30,30,27.33333333,2,2,6,3,5,7/23/2025,3.6,6,1.816590212,22,30,100,90,8,0,2,0,0.9,0.08,0,0.02,0,3,0.375123216,0.341451866,90,0,2,0,0,44.9999775,0,0.389609106,0.364963504,0.486772487,0.122573449,-0.021807538,NA,NA,0.6,0,0.6,6.86,38.3,298,175.7,5.7,1.32,0.74,0.07,0.98,0.08,4.1,0.026,8/6/2025,6.89,2.156654666,4.363779297,2.236019557,4.524366375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,4.93,NA,NA,0.005,59.29066,-129.7568,5559
82,Cas_45,7/23/2025,L,14:25,14:29,-0.000861291,-2.207124631,-1.193625268,-2.288346818,740,15.7,14.1,10.5,9.1,17.5,4,Prostrate Shrub,Arctic Willow,19.397875,13,22,30,30,27.33333333,2,2,6,3,5,7/23/2025,3.6,6,1.816590212,22,30,100,90,8,0,2,0,0.9,0.08,0,0.02,0,3,0.375123216,0.341451866,90,0,2,0,0,44.9999775,0,0.389609106,0.364963504,0.486772487,0.122573449,-0.021807538,NA,NA,0.6,0,0.6,6.86,38.3,298,175.7,5.7,1.32,0.74,0.07,0.98,0.08,4.1,0.026,8/6/2025,6.89,2.156654666,4.363779297,2.236019557,4.524366375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,4.93,NA,NA,0.005,NA,NA,NA
83,Cas_46,7/23/2025,D,14:41,14:45,0.000048,1.421613263,0.06651637,1.473928631,1067,17.8,14.3,13.5,9.1,13.03333333,4,Prostrate Shrub,Arctic Willow,19.397875,8,20,20,30,23.33333333,4,4,5,4,5,7/23/2025,4.4,5,0.547722558,20,30,100,60,20,10,10,0,0.6,0.2,0.1,0.1,0,4,1.088899975,0.785475297,60,10,10,0,0,2.99999985,0,0.399855835,0.391752577,0.486842105,0.155975196,-1.029788893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,1.421613263,2.469186314,1.473928631,2.56005237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,9.07,NA,NA,NA,59.29062,-129.75682,5557
84,Cas_46,7/23/2025,L,14:36,14:41,0.0000225,-1.04757305,0.031131464,-1.086123739,1067,17.8,14.3,13.5,9.1,13.03333333,4,Prostrate Shrub,Arctic Willow,19.397875,8,20,20,30,23.33333333,4,4,5,4,5,7/23/2025,4.4,5,0.547722558,20,30,100,60,20,10,10,0,0.6,0.2,0.1,0.1,0,4,1.088899975,0.785475297,60,10,10,0,0,2.99999985,0,0.399855835,0.391752577,0.486842105,0.155975196,-1.029788893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,1.421613263,2.469186314,1.473928631,2.56005237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,9.07,NA,NA,NA,NA,NA,NA
85,Cas_47,7/23/2025,D,14:52,14:55,-0.000112748,0.787719603,-0.156251835,0.816707684,1436,23.3,13.4,11.6,10.1,20.03333333,14,Graminoid,Meadow,19.397875,11,8,20,15,14.33333333,9,14,24,5,20,7/23/2025,14.4,24,7.765307463,8,20,100,10,5,70,15,0,0.1,0.05,0.7,0.15,0,4,0.914285581,0.659517637,10,70,15,0,0,0.117647057,0,0.313346663,0.322033898,0.353503185,-0.029455289,-0.461430387,0.552645191,17.35359477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,0.787719603,0.619752572,0.816707684,0.642559467,0.2129,13.6251,1.988,20.8834,13.153,49.8624,0.00426975,0.273253995,0.039869721,0.418820594,0.263785939,0.37,5.71,24.14333712,0.777483227,NA,59.29059,-129.75683,5555
86,Cas_47,7/23/2025,L,14:48,14:52,0.000115711,0.16796703,0.160359227,0.174148217,1436,23.3,13.4,11.6,10.1,20.03333333,14,Graminoid,Meadow,19.397875,11,8,20,15,14.33333333,9,14,24,5,20,7/23/2025,14.4,24,7.765307463,8,20,100,10,5,70,15,0,0.1,0.05,0.7,0.15,0,4,0.914285581,0.659517637,10,70,15,0,0,0.117647057,0,0.313346663,0.322033898,0.353503185,-0.029455289,-0.461430387,0.552645191,17.35359477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,0.787719603,0.619752572,0.816707684,0.642559467,0.2129,13.6251,1.988,20.8834,13.153,49.8624,0.00426975,0.273253995,0.039869721,0.418820594,0.263785939,0.37,5.71,24.14333712,0.777483227,NA,NA,NA,NA
87,Cas_48,7/23/2025,D,15:01,15:05,-0.000252354,2.166371973,-0.349726816,2.246094462,516,29.1,14.7,12.7,9.8,31.46666667,1,Barren,Barren,19.397875,11,14,28,20,20.66666667,0,1,2,2,0,7/23/2025,1,2,1,14,28,100,25,60,15,0,0,0.25,0.6,0.15,0,0,3,0.937636962,0.853473943,25,15,0,0,0,1.666666556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,2.166371973,2.219974799,2.246094462,2.301669871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,5.33,NA,NA,NA,59.29055,-129.75685,5554
88,Cas_48,7/23/2025,L,14:57,15:01,-0.000546672,-0.053602825,-0.757608529,-0.055575409,516,29.1,14.7,12.7,9.8,31.46666667,1,Barren,Barren,19.397875,11,14,28,20,20.66666667,0,1,2,2,0,7/23/2025,1,2,1,14,28,100,25,60,15,0,0,0.25,0.6,0.15,0,0,3,0.937636962,0.853473943,25,15,0,0,0,1.666666556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,2.166371973,2.219974799,2.246094462,2.301669871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,5.33,NA,NA,NA,NA,NA,NA
89,Cas_49,7/23/2025,D,22:08,22:11,-0.000555972,4.060539777,-0.770496593,4.209967641,413,16,12.9,10.4,9,26,7,Forb,Mountain Sagewort,19.397875,0,19,16,21,18.66666667,4,3,7,15,8,7/23/2025,7.4,15,4.722287581,16,21,100,20,0,40,40,0,0.2,0,0.4,0.4,0,3,1.054920168,0.960229718,20,40,40,0,0,0.249999997,0,0.387760905,0.384615385,0.5,0.143342476,-126.8922607,NA,NA,10.2,0.2,10,53.32,157.2,660,521.3,9.2,2.51,1.03,0.08,1.88,0.86,10.4,0.018,8/6/2025,6.91,4.060539777,6.85641397,4.209967641,7.108730004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,6.3,NA,NA,0.009,59.2905,-129.75687,5554
90,Cas_49,7/23/2025,D,22:03,22:08,-0.000555972,4.060539777,-0.770496593,4.209967641,413,16,12.9,10.4,9,26,7,Forb,Mountain Sagewort,19.397875,0,19,16,21,18.66666667,4,3,7,15,8,7/23/2025,7.4,15,4.722287581,16,21,100,20,0,40,40,0,0.2,0,0.4,0.4,0,3,1.054920168,0.960229718,20,40,40,0,0,0.249999997,0,0.436246444,0.432835821,0.521126761,0.239300146,0.025131311,NA,NA,10.2,0.2,10,53.32,157.2,660,521.3,9.2,2.51,1.03,0.08,1.88,0.86,10.4,0.018,8/6/2025,6.91,4.060539777,6.85641397,4.209967641,7.108730004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,6.3,NA,NA,0.009,NA,NA,NA
91,Cas_49,7/23/2025,L,21:55,21:59,-0.001096453,-2.795874193,-1.519525635,-2.898762363,413,16,12.9,10.4,9,26,7,Forb,Mountain Sagewort,19.397875,0,19,16,21,18.66666667,4,3,7,15,8,7/23/2025,7.4,15,4.722287581,16,21,100,20,0,40,40,0,0.2,0,0.4,0.4,0,3,1.054920168,0.960229718,20,40,40,0,0,0.249999997,0,0.387760905,0.384615385,0.5,0.143342476,-126.8922607,NA,NA,10.2,0.2,10,53.32,157.2,660,521.3,9.2,2.51,1.03,0.08,1.88,0.86,10.4,0.018,8/6/2025,6.91,4.060539777,6.85641397,4.209967641,7.108730004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,6.3,NA,NA,0.009,59.29046,-129.7569,5552
92,Cas_49,7/23/2025,L,21:47,21:55,-0.001096453,-2.795874193,-1.519525635,-2.898762363,413,16,12.9,10.4,9,26,7,Forb,Mountain Sagewort,19.397875,0,19,16,21,18.66666667,4,3,7,15,8,7/23/2025,7.4,15,4.722287581,16,21,100,20,0,40,40,0,0.2,0,0.4,0.4,0,3,1.054920168,0.960229718,20,40,40,0,0,0.249999997,0,0.436246444,0.432835821,0.521126761,0.239300146,0.025131311,NA,NA,10.2,0.2,10,53.32,157.2,660,521.3,9.2,2.51,1.03,0.08,1.88,0.86,10.4,0.018,8/6/2025,6.91,4.060539777,6.85641397,4.209967641,7.108730004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,6.3,NA,NA,0.009,NA,NA,NA
93,Cas_5,7/21/2025,D,21:36,21:43,0.000171658,3.963214911,0.237892631,4.109061219,1290,28.5,21.5,13,8.5,24.26666667,14,Graminoid,Meadow,18.23,14,24,6,41,23.66666667,5.5,20,17,11,16,7/21/2025,13.9,20,5.70526073,6,41,100,5,3,85,7,0,0.05,0.03,0.85,0.07,0,4,0.579272643,0.417856885,5,85,7,0,0,0.054347825,0,0.349576806,0.340563991,0.421052632,0.070220139,-53.72357714,0.076435107,3.850420168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,3.963214911,11.17848243,4.109061219,11.58985058,0,20.7192,2.2965,9.9082,40.4922,73.4161,0,0.282216026,0.031280605,0.134959498,0.551543871,1.04,16.56,77.75510204,NA,NA,59.29041,-129.75691,5550
94,Cas_5,7/21/2025,L,21:31,21:36,-0.002034163,-7.21526752,-2.819056801,-7.480789364,1290,28.5,21.5,13,8.5,24.26666667,14,Graminoid,Meadow,18.23,14,24,6,41,23.66666667,5.5,20,17,11,16,7/21/2025,13.9,20,5.70526073,6,41,100,5,3,85,7,0,0.05,0.03,0.85,0.07,0,4,0.579272643,0.417856885,5,85,7,0,0,0.054347825,0,0.349576806,0.340563991,0.421052632,0.070220139,-53.72357714,0.076435107,3.850420168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,3.963214911,11.17848243,4.109061219,11.58985058,0,20.7192,2.2965,9.9082,40.4922,73.4161,0,0.282216026,0.031280605,0.134959498,0.551543871,1.04,16.56,77.75510204,NA,NA,NA,NA,NA
95,Cas_50,7/23/2025,D,21:23,21:28,-0.00000406,0.331093192,-0.005623188,0.343277422,482,22.7,16.1,10.7,9,27.53333333,1,Barren,Barren,19.397875,5,30,27,20,25.66666667,1,1,2,1,1,7/23/2025,1.2,2,0.447213595,20,30,100,10,80,10,0,0,0.1,0.8,0.1,0,0,3,0.63903186,0.581671866,10,10,0,0,0,0.9999999,0,0.34535911,0.337386018,0.397590361,0.036906053,-19.60122796,NA,NA,4.5,0.9,3.6,6.3,41,418,242.7,11.6,1.49,1.87,0.02,0.93,0.66,9.2,0.008,8/6/2025,6.92,0.331093192,0.708822363,0.343277422,0.734907026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,7.96,NA,NA,0.009,59.29035,-129.75691,5548
96,Cas_50,7/23/2025,L,21:18,21:23,-0.0000827,-0.37772917,-0.114643089,-0.391629604,482,22.7,16.1,10.7,9,27.53333333,1,Barren,Barren,19.397875,5,30,27,20,25.66666667,1,1,2,1,1,7/23/2025,1.2,2,0.447213595,20,30,100,10,80,10,0,0,0.1,0.8,0.1,0,0,3,0.63903186,0.581671866,10,10,0,0,0,0.9999999,0,0.34535911,0.337386018,0.397590361,0.036906053,-19.60122796,NA,NA,4.5,0.9,3.6,6.3,41,418,242.7,11.6,1.49,1.87,0.02,0.93,0.66,9.2,0.008,8/6/2025,6.92,0.331093192,0.708822363,0.343277422,0.734907026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,7.96,NA,NA,0.009,NA,NA,NA
97,Cas_51,7/23/2025,D,21:09,21:14,-0.00035906,10.15400232,-0.497605947,10.5276696,1748,20.8,16.3,10.7,8.2,28.16666667,3,Prostrate Shrub,Arctic Willow,19.397875,3,20,5,30,18.33333333,6,3,0,4,4,7/23/2025,3.4,6,2.19089023,5,30,100,70,5,15,10,0,0.7,0.05,0.15,0.1,0,4,0.914285581,0.659517637,70,15,10,0,0,2.799999888,0,0.40630055,0.397932817,0.510204082,0.183300718,-19.73348971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,10.15400232,12.90504086,10.5276696,13.37994636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,5.83,NA,NA,NA,59.29035,-129.75691,5548
98,Cas_51,7/23/2025,L,21:04,21:09,-0.000701899,-2.751038539,-0.972731245,-2.852276757,1748,20.8,16.3,10.7,8.2,28.16666667,3,Prostrate Shrub,Arctic Willow,19.397875,3,20,5,30,18.33333333,6,3,0,4,4,7/23/2025,3.4,6,2.19089023,5,30,100,70,5,15,10,0,0.7,0.05,0.15,0.1,0,4,0.914285581,0.659517637,70,15,10,0,0,2.799999888,0,0.40630055,0.397932817,0.510204082,0.183300718,-19.73348971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,10.15400232,12.90504086,10.5276696,13.37994636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,5.83,NA,NA,NA,NA,NA,NA
99,Cas_52,7/23/2025,D,20:54,21:00,-0.000156684,0.031784442,-0.217141312,0.032954109,583,15.1,13.5,10.8,9.3,22.9,3,Prostrate Shrub,Net-leaved Willow,19.397875,7,35,10,31,25.33333333,4,3,0,5,5,7/23/2025,3.4,5,2.073644135,10,35,100,80,2,15,3,0,0.8,0.02,0.15,0.03,0,4,0.646520036,0.466365625,80,15,3,0,0,4.444444198,0,0.417585571,0.409729265,0.513513514,0.194556907,-5.224825873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,0.031784442,0.536890957,0.032954109,0.556648544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,5.42,NA,NA,NA,59.29027,-129.75694,5541
100,Cas_52,7/23/2025,L,20:50,20:54,-0.0000519,-0.505106515,-0.071930211,-0.523694435,583,15.1,13.5,10.8,9.3,22.9,3,Prostrate Shrub,Net-leaved Willow,19.397875,7,35,10,31,25.33333333,4,3,0,5,5,7/23/2025,3.4,5,2.073644135,10,35,100,80,2,15,3,0,0.8,0.02,0.15,0.03,0,4,0.646520036,0.466365625,80,15,3,0,0,4.444444198,0,0.417585571,0.409729265,0.513513514,0.194556907,-5.224825873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2025,NA,0.031784442,0.536890957,0.032954109,0.556648544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,5.42,NA,NA,NA,NA,NA,NA
